2023-06-14 14:01:00,1.0,14928.75,268.0,zlEKR
2023-06-14 14:01:00,10.0,14928.5,296.0,zlEKR
2023-06-14 14:01:00,22.0,14928.25,450.0,zlEKR
2023-06-14 14:01:00,36.0,14928.0,542.0,zlEKR
2023-06-14 14:01:00,56.0,14927.75,469.0,zlEKR
2023-06-14 14:01:00,101.0,14927.5,427.0,zlEKR
2023-06-14 14:01:00,168.0,14927.25,477.0,zlEKR
2023-06-14 14:01:00,194.0,14927.0,598.0,zlEKR
2023-06-14 14:01:00,343.0,14926.75,838.0,zlEKR
2023-06-14 14:01:00,418.0,14926.5,990.0,zlEKR
2023-06-14 14:01:00,413.0,14926.25,729.0,zlEKR
2023-06-14 14:01:00,401.0,14926.0,607.0,zlEKR
2023-06-14 14:01:00,454.0,14925.75,369.0,zlEKR
2023-06-14 14:01:00,446.0,14925.5,144.0,zlEKR
2023-06-14 14:01:00,584.0,14925.25,67.0,zlEKR
2023-06-14 14:01:00,949.0,14925.0,11.0,zlEKR
2023-06-14 14:01:00,823.0,14924.75,0.0,zlEKR
2023-06-14 14:01:00,0.0,14932.25,61.0,BsDeTP
2023-06-14 14:01:00,0.0,14932.0,64.0,BsDeTP
2023-06-14 14:01:00,0.0,14931.75,108.0,BsDeTP
2023-06-14 14:01:00,8.0,14931.5,130.0,BsDeTP
2023-06-14 14:01:00,18.0,14931.25,182.0,BsDeTP
2023-06-14 14:01:00,35.0,14931.0,231.0,BsDeTP
2023-06-14 14:01:00,49.0,14930.75,361.0,BsDeTP
2023-06-14 14:01:00,78.0,14930.5,398.0,BsDeTP
2023-06-14 14:01:00,112.0,14930.25,991.0,BsDeTP
2023-06-14 14:01:00,94.0,14930.0,535.0,BsDeTP
2023-06-14 14:01:00,168.0,14929.75,496.0,BsDeTP
2023-06-14 14:01:00,220.0,14929.5,441.0,BsDeTP
2023-06-14 14:01:00,237.0,14929.25,272.0,BsDeTP
2023-06-14 14:01:00,351.0,14929.0,151.0,BsDeTP
2023-06-14 14:01:00,416.0,14928.75,49.0,BsDeTP
2023-06-14 14:01:00,469.0,14928.5,16.0,BsDeTP
2023-06-14 14:01:00,419.0,14928.25,0.0,BsDeTP
2023-06-14 14:01:00,457.0,14928.0,0.0,BsDeTP
2023-06-14 14:01:00,0.0,14935.5,278.0,ZCPQibj
2023-06-14 14:01:00,7.0,14935.25,160.0,ZCPQibj
2023-06-14 14:01:00,28.0,14935.0,174.0,ZCPQibj
2023-06-14 14:01:00,59.0,14934.75,299.0,ZCPQibj
2023-06-14 14:01:00,73.0,14934.5,407.0,ZCPQibj
2023-06-14 14:01:00,157.0,14934.25,398.0,ZCPQibj
2023-06-14 14:01:00,251.0,14934.0,745.0,ZCPQibj
2023-06-14 14:01:00,190.0,14933.75,554.0,ZCPQibj
2023-06-14 14:01:00,220.0,14933.5,350.0,ZCPQibj
2023-06-14 14:01:00,289.0,14933.25,318.0,ZCPQibj
2023-06-14 14:01:00,331.0,14933.0,172.0,ZCPQibj
2023-06-14 14:01:00,379.0,14932.75,127.0,ZCPQibj
2023-06-14 14:01:00,562.0,14932.5,72.0,ZCPQibj
2023-06-14 14:01:00,493.0,14932.25,41.0,ZCPQibj
2023-06-14 14:01:00,481.0,14932.0,21.0,ZCPQibj
2023-06-14 14:01:00,384.0,14931.75,8.0,ZCPQibj
2023-06-14 14:01:00,273.0,14931.5,0.0,ZCPQibj
2023-06-14 14:01:00,24.0,14935.5,925.0,YdvtgaRv
2023-06-14 14:01:00,41.0,14935.25,811.0,YdvtgaRv
2023-06-14 14:01:00,105.0,14935.0,551.0,YdvtgaRv
2023-06-14 14:01:00,221.0,14934.75,505.0,YdvtgaRv
2023-06-14 14:01:00,319.0,14934.5,310.0,YdvtgaRv
2023-06-14 14:01:00,485.0,14934.25,279.0,YdvtgaRv
2023-06-14 14:01:00,814.0,14934.0,359.0,YdvtgaRv
2023-06-14 14:01:00,750.0,14933.75,335.0,YdvtgaRv
2023-06-14 14:01:00,763.0,14933.5,305.0,YdvtgaRv
2023-06-14 14:01:00,788.0,14933.25,304.0,YdvtgaRv
2023-06-14 14:01:00,437.0,14933.0,169.0,YdvtgaRv
2023-06-14 14:01:00,347.0,14932.75,116.0,YdvtgaRv
2023-06-14 14:01:00,320.0,14932.5,58.0,YdvtgaRv
2023-06-14 14:01:00,304.0,14932.25,20.0,YdvtgaRv
2023-06-14 14:01:00,380.0,14932.0,13.0,YdvtgaRv
2023-06-14 14:01:00,425.0,14931.75,2.0,YdvtgaRv
2023-06-14 14:01:00,418.0,14931.5,0.0,YdvtgaRv
2023-06-14 14:01:00,49.0,14931.5,124.0,tgYaA
2023-06-14 14:01:00,78.0,14931.25,70.0,tgYaA
2023-06-14 14:01:00,150.0,14931.0,84.0,tgYaA
2023-06-14 14:01:00,174.0,14930.75,180.0,tgYaA
2023-06-14 14:01:00,159.0,14930.5,183.0,tgYaA
2023-06-14 14:01:00,228.0,14930.25,254.0,tgYaA
2023-06-14 14:01:00,134.0,14930.0,444.0,tgYaA
2023-06-14 14:01:00,108.0,14929.75,371.0,tgYaA
2023-06-14 14:01:00,96.0,14929.5,333.0,tgYaA
2023-06-14 14:01:00,119.0,14929.25,318.0,tgYaA
2023-06-14 14:01:00,139.0,14929.0,277.0,tgYaA
2023-06-14 14:01:00,206.0,14928.75,169.0,tgYaA
2023-06-14 14:01:00,342.0,14928.5,99.0,tgYaA
2023-06-14 14:01:00,368.0,14928.25,52.0,tgYaA
2023-06-14 14:01:00,341.0,14928.0,18.0,tgYaA
2023-06-14 14:01:00,344.0,14927.75,0.0,tgYaA
2023-06-14 14:01:00,646.0,14927.5,0.0,tgYaA
2023-06-14 14:02:00,3.0,14927.5,198.0,nFggLX
2023-06-14 14:02:00,27.0,14927.25,124.0,nFggLX
2023-06-14 14:02:00,75.0,14927.0,41.0,nFggLX
2023-06-14 14:02:00,161.0,14926.75,14.0,nFggLX
